,Player,Team,Position,Age,Market value,Contract expires,Matches played,Minutes played,Height,Foot,Birth country,Passport country,Comp,Season,Main Pos,Tier,Status,Defensive Ability,Pass Ability,KeyPass Ability,Dribbling Ability,positioning Defence,progressiveRuns,runs,defending1v1,touchQuality,crossing,positioning Midfield,ballPlaying Deep,SetPieces Ability,Create Chances Ability,Sight play,decisionMake,Concentration Ability,Finishing Ability,Heading Ability,Interception Ability,Tackle Ability,Aerial Ability,Role,Role2,Stopper,Aerial CB,Ball Playing CB,Ball Carrying CB,Attacking FB,Wing Back,Inverted Wing Back,Defensive FB,Full Back CB,Ball Winner,Deep Lying Playmaker,Attacking Playmaker,Media Punta llegador,Box-to-box,Banda,Por dentro,Defensivo,Falso,False 9,Target Man,Box Forward,Advanced Forward,Score,Percentile,Potential
1637,J. Klæboe,Kolbotn,CF,23.0,0,0,17,1445,0,0,Norway,Norway,Norway,Season,Forward,0,Titular,5.347577092511013,67.6767676767677,52.52525252525253,63.0,76.0,35.0,5.557488986784141,4.8980176211453745,6.922026431718062,1.8044052863436122,6.563436123348017,66.0,6.06146526824195,42.0,41.41414141414141,34.0,49.0,28.000000000000004,0.0,24.0,40.0,95.95959595959597,Target Man,Advanced Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.68,67.07,55.58,57.93,50.887054277182486,51.0,Max
891,C. Nielsen,ThistedQ,"RCMF, LCMF, DMF",22.0,0,0,14,1302,0,0,Denmark,Denmark,Denmark,Season,Midfield,0,Titular,6.690132513014672,26.262626262626267,2.02020202020202,0.0,99.0,2.0,3.2795787979176523,7.420728821580691,3.883459536204448,1.8890203502129672,8.967818267865592,50.0,0.0,25.0,8.080808080808081,8.0,87.0,32.0,87.75510204081631,96.0,64.0,82.82828282828284,Ball Winner,Box-to-box,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.06,50.27,44.25,39.88,65.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.86948884595118,51.0,Max
892,D. Bradley,Durham,"DMF, LDMF, RDMF",26.0,0,0,15,1184,0,0,United States,United States,ENG_Championship,Season,Midfield,0,Suplente,5.751419782300047,50.50505050505052,1.0101010101010102,2.0,66.0,2.0,1.9841457643161384,8.003194510175106,2.6134642688121152,2.241126360624704,6.911500236630383,71.0,0.0,9.0,3.0303030303030303,4.0,97.0,41.0,41.836734693877546,73.0,91.0,100.0,Ball Winner,Box-to-box,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.04,47.13,41.4,40.24,51.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.83435798348851,51.0,Max
626,T. Payne,Sevilla,"RW, LWB",27.0,0,0,27,2191,163,0,United States,"United States, Nigeria",Spain,Season,Full Back,0,Titular,5.2284446322907865,7.070707070707072,92.92929292929294,89.0,0.0,89.0,9.01923076923077,1.841081994928149,8.00211327134404,7.684699915469146,0.9475908706677938,4.0,42.74072975976297,74.0,66.66666666666667,52.0,0.0,82.0,66.3265306122449,7.0,7.0,2.02020202020202,Wing Back,Attacking FB,0.0,0.0,0.0,0.0,62.48,67.04,40.88,35.72,21.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.83435798348851,51.0,Max
1607,I. Onumonu,Gotham,CF,29.0,0,0,16,1191,178,0,United States,"United States, Nigeria",USA,Season,Forward,0,Suplente,4.974008810572688,44.44444444444445,41.41414141414141,7.000000000000001,17.0,33.0,4.952863436123349,6.133700440528634,5.886123348017621,4.745374449339207,3.3563876651982385,34.0,6.06146526824195,44.0,36.36363636363637,46.0,63.0,41.0,0.0,10.0,85.0,85.85858585858587,Target Man,Box Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.02,67.01,64.5,58.84,50.78166168979449,51.0,Max
423,E. Mason,Lewes,"LB, LCB, CF",27.0,0,0,15,1476,0,0,England,England,ENG_Championship,Season,Full Back,0,Titular,5.383076923076922,5.05050505050505,89.89898989898991,96.0,51.0,98.0,9.47923076923077,5.742564102564103,8.466666666666665,7.725128205128205,5.182051282051282,5.0,13.765468506721302,51.0,73.73737373737374,77.0,59.0,84.0,80.61224489795917,50.0,62.0,39.3939393939394,Ball Carrying CB,Ball Playing CB,52.93,54.19,54.29,66.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.72896539610049,51.0,Max
746,O. Strid,Jitex,"LB, RB",22.0,0,0,25,1868,0,0,Sweden,Sweden,Sweden 2nd Division,Season,Full Back,0,Titular,8.031910397295011,76.76767676767678,44.44444444444445,44.0,77.0,37.0,5.431530008453086,6.672020287404902,5.96090448013525,5.795012679628064,7.077768385460692,84.0,40.71240738345335,51.0,42.42424242424242,42.0,74.0,51.0,66.3265306122449,83.0,53.0,54.545454545454554,Full Back CB,Defensive FB,0.0,0.0,0.0,0.0,59.09,57.89,63.96,64.28,66.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.711399964869145,51.0,Max
35,E. Lipman,Como,LCB,34.0,0,0,15,1065,173,0,England,England,Italy,Season,Center Back,0,Suplente,7.528717948717949,7.070707070707072,35.35353535353536,20.0,84.0,29.0,4.752051282051282,9.223846153846154,3.954871794871795,2.7364102564102564,7.378461538461538,16.0,13.765468506721302,43.0,17.17171717171717,67.0,96.0,21.0,12.244897959183673,85.0,100.0,85.85858585858587,Stopper,Aerial CB,66.97,66.31,54.75,58.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.711399964869145,51.0,Max
1308,Hulda Jónsdóttir,Thór / KA,"CF, RAMF, RW",26.0,0,0,15,1171,170,0,Iceland,Iceland,Iceland,Season,Midfield,0,Suplente,6.0752484619025084,9.090909090909092,72.72727272727273,80.0,24.0,95.0,7.904046379555135,3.075958353052532,7.115830572645526,8.818977756743966,3.346426881211548,11.0,0.0,64.0,64.64646464646465,61.0,4.0,69.0,89.79591836734693,17.0,12.0,6.060606060606061,Media Punta llegador,Attacking Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.68,50.95,61.55,66.91,44.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.60600737748112,51.0,Max
894,A. Daníelsdóttir,Keflavík,"LCMF, LDMF",23.0,0,0,17,1510,0,0,Iceland,Iceland,Iceland,Season,Midfield,0,Titular,6.52508282063417,20.2020202020202,11.111111111111112,14.000000000000002,99.0,11.0,3.669309039280644,8.558447704685282,4.389730241362992,5.570042593469002,8.983435873166114,24.0,81.8685946801661,38.0,5.05050505050505,12.0,97.0,66.0,85.71428571428571,98.0,96.0,74.74747474747477,Ball Winner,Box-to-box,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.85,47.66,47.3,45.1,66.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5006147900931,51.0,Max
760,J. Pollak,Meppen,LB,20.0,0,0,15,1398,0,0,Germany,Germany,Germany,Season,Full Back,0,Titular,7.537616229923922,60.606060606060616,17.17171717171717,21.0,97.0,20.0,4.8408706677937445,5.271132713440406,4.540574809805579,3.828402366863905,8.565934065934066,60.0,54.58613243741115,15.0,8.080808080808081,13.0,73.0,3.0,66.3265306122449,99.0,36.0,95.95959595959597,Full Back CB,Defensive FB,0.0,0.0,0.0,0.0,48.94,48.62,59.42,61.4,66.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.412787633936404,51.0,Max
1306,M. Weaver,Portland Thorns,"LAMF, CF, LW",25.0,0,0,22,1499,0,0,United States,United States,USA,Season,Midfield,0,Titular,3.4229768102224325,9.090909090909092,85.85858585858587,93.0,33.0,91.0,8.517865593942261,4.090511121628017,6.393989588263133,7.939659252247989,4.174869853289162,10.0,31.455891519889978,56.00000000000001,73.73737373737374,73.0,31.0,90.0,41.836734693877546,24.0,38.0,65.65656565656568,Media Punta llegador,Attacking Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.73,50.48,61.75,66.79,51.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.39522220270508,51.0,Max
93,L. Hansen,Kolbotn,"LCB, RCB",28.0,0,2022-12-31,16,1459,0,0,Norway,Norway,Norway,Season,Center Back,0,Titular,2.453076923076923,73.73737373737374,32.323232323232325,17.0,95.0,46.0,5.538717948717949,3.166153846153846,4.970256410256411,2.7364102564102564,8.287692307692307,75.0,13.765468506721302,14.000000000000002,33.333333333333336,14.0,61.0,41.0,12.244897959183673,95.0,22.0,83.83838383838385,Aerial CB,Stopper,60.35,66.78,57.63,56.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.37765677147375,51.0,Max
949,S. Sundahl,AGF,"DMF, RDMF",21.0,0,0,12,1023,0,0,Denmark,Denmark,Denmark,Season,Midfield,0,Suplente,7.244912446758164,88.8888888888889,0.0,22.0,97.0,6.0,3.420137245622338,5.473024136299101,2.0350212967345005,6.5787979176526274,8.565546616185518,83.0,33.2728383224829,7.000000000000001,1.0101010101010102,16.0,80.0,0.0,41.836734693877546,94.0,53.0,64.64646464646465,Box-to-box,Ball Winner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.31,52.35,46.34,40.55,66.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.360091340242406,51.0,Max
1615,N. Jakobsson,Lillestrøm,CF,28.0,0,0,14,1002,0,0,Sweden,Sweden,Norway,Season,Forward,0,Suplente,5.554625550660793,36.36363636363637,9.090909090909092,6.0,27.0,10.0,4.269823788546256,2.5222466960352423,5.356607929515418,3.293832599118943,4.182819383259911,31.0,6.06146526824195,6.0,7.070707070707072,17.0,19.0,33.0,77.55102040816325,16.0,17.0,95.95959595959597,Target Man,Box Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.75,66.75,61.72,54.54,50.32496047777973,51.0,Max
84,M. Sosa,Mazatlán,"RCB, LCB",30.0,0,0,20,1523,178,0,Mexico,Mexico,Mexico,Season,Center Back,0,Titular,5.657435897435898,3.0303030303030303,5.05050505050505,73.0,74.0,49.0,6.710512820512821,8.36025641025641,4.142051282051282,3.3364102564102565,6.563076923076923,7.0,13.765468506721302,13.0,1.0101010101010102,5.0,90.0,18.0,12.244897959183673,81.0,98.0,92.92929292929294,Aerial CB,Stopper,61.53,66.73,51.58,58.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.28982961531706,50.0,Low
358,M. Lenzini,Juventus,"RB, RCB, LB",24.0,0,0,17,1203,173,0,Italy,Italy,Italy,Season,Full Back,0,Suplente,5.1720512820512825,76.76767676767678,78.7878787878788,85.0,12.0,96.0,9.806410256410256,3.3651282051282054,6.881794871794872,9.2,2.7215384615384615,75.0,13.765468506721302,59.0,92.92929292929294,77.0,3.0,28.000000000000004,12.244897959183673,32.0,2.0,37.37373737373738,Ball Carrying CB,Ball Playing CB,49.3,55.36,64.65,66.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.28982961531706,50.0,Low
627,X. Rios,Cruz Azul,"LB, LW",21.0,0,0,24,1871,0,0,Mexico,Mexico,Mexico,Season,Full Back,0,Titular,3.760777683854607,33.333333333333336,49.494949494949495,60.0,61.0,72.0,8.143068469991547,6.065722738799662,6.314243448858834,6.679628064243448,5.933643279797126,32.0,86.255005806192,31.0,38.38383838383839,37.0,75.0,77.0,66.3265306122449,69.0,72.0,83.83838383838385,Wing Back,Attacking FB,0.0,0.0,0.0,0.0,66.26,66.72,61.22,64.04,62.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.272264184085714,50.0,Low
1277,T. Almqvist,Djurgården,"RCMF, LCMF",27.0,0,0,26,2376,0,0,Sweden,Sweden,Sweden,Season,Midfield,0,Titular,3.8899668717463323,67.6767676767677,42.42424242424242,76.0,21.0,77.0,8.355182205395172,3.7699952673923334,6.35470894462849,7.903691433980123,3.7659725508755324,62.0,55.621283994375844,87.0,52.52525252525253,74.0,15.0,59.0,41.836734693877546,37.0,12.0,53.53535353535355,Media Punta llegador,Attacking Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.72,60.51,64.47,66.7,53.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.23713332162306,50.0,Low
1602,F. Bracamonte,Puebla,CF,20.0,0,0,22,1319,171,0,Mexico,Mexico,Mexico,Season,Forward,0,Titular,3.8198237885462554,40.40404040404041,1.0101010101010102,12.0,74.0,20.0,3.9085903083700444,6.2279735682819375,3.0411894273127755,3.7237885462555065,6.447136563876652,26.0,6.06146526824195,33.0,5.05050505050505,3.0,74.0,45.0,0.0,22.0,79.0,54.545454545454554,Box Forward,Target Man,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.52,47.27,66.67,43.46,50.18443702792904,50.0,Low
44,N. Girma,San Diego Wave,LCB,22.0,0,0,21,2099,170,0,United States,United States,USA,Season,Center Back,0,Titular,5.901794871794872,70.70707070707071,40.40404040404041,39.0,90.0,42.0,6.545641025641027,1.817948717948718,4.662051282051282,5.804102564102563,7.9051282051282055,59.0,13.765468506721302,47.0,44.44444444444445,63.0,41.0,4.0,12.244897959183673,86.0,2.0,69.69696969696972,Aerial CB,Stopper,65.65,66.67,59.13,60.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.18443702792904,50.0,Low
59,B. Salicki,Durham,"LCB, RCB",30.0,0,0,15,1327,0,0,England,England,ENG_Championship,Season,Center Back,0,Titular,6.017948717948718,46.46464646464647,21.21212121212121,61.0,44.0,26.0,3.3676923076923075,6.118461538461538,5.94076923076923,7.052307692307693,4.852820512820513,70.0,13.765468506721302,10.0,47.474747474747474,35.0,70.0,57.99999999999999,81.63265306122447,46.0,80.0,75.75757575757576,Aerial CB,Stopper,64.27,66.65,63.51,57.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.14930616546637,50.0,Low
758,Nerea Pérez,Villarreal,RB,29.0,0,2023-06-30,27,1909,165,0,Spain,Spain,Spain,Season,Full Back,0,Titular,4.513736263736264,12.121212121212123,43.43434343434344,7.000000000000001,86.0,14.0,4.252747252747253,6.68956043956044,5.565511411665257,5.9784446322907865,7.840236686390531,26.0,5.3384651406136125,12.0,45.45454545454546,40.0,81.0,3.0,66.3265306122449,97.0,48.0,16.161616161616163,Full Back CB,Defensive FB,0.0,0.0,0.0,0.0,49.9,50.79,60.29,61.46,66.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.13174073423502,50.0,Low
738,F. Delgado,Querétaro,"RW, RB",22.0,0,0,26,1748,0,0,Mexico,Mexico,Mexico,Season,Full Back,0,Titular,4.965976331360947,19.191919191919194,29.292929292929294,81.0,27.0,60.0,6.982882502113272,9.163778529163144,6.677726120033813,4.794590025359256,3.8854606931530014,15.0,5.3384651406136125,45.0,22.222222222222225,32.0,77.0,64.0,66.3265306122449,44.0,100.0,68.68686868686869,Defensive FB,Full Back CB,0.0,0.0,0.0,0.0,62.85,57.4,61.32,66.62,66.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.096609871772365,50.0,Low
1603,K. Sævik,Vålerenga,CF,26.0,0,0,21,1781,0,0,Norway,Norway,Norway,Season,Forward,0,Titular,7.883700440528635,42.42424242424242,77.77777777777779,79.0,18.0,90.0,8.043832599118943,3.5398678414096922,7.733480176211454,6.413215859030837,2.9233480176211453,63.0,6.06146526824195,61.0,77.77777777777779,69.0,4.0,46.0,0.0,4.0,17.0,11.111111111111112,Box Forward,False 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2,53.36,66.62,59.41,50.096609871772365,50.0,Low
384,M. Lakrar,Montpellier,"RCB, RB",22.0,0,0,16,1472,170,0,France,France,France,Season,Full Back,0,Titular,5.848461538461538,43.43434343434344,72.72727272727273,32.0,69.0,85.0,8.966923076923077,8.412564102564101,5.776410256410257,7.163076923076924,6.949743589743589,47.0,13.765468506721302,28.000000000000004,71.71717171717172,22.0,97.0,28.999999999999996,12.244897959183673,89.0,95.0,45.45454545454546,Ball Carrying CB,Ball Playing CB,56.79,56.55,60.59,66.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.07904444054102,50.0,Low
895,A. James,Tottenham Hotspur,"RCMF, RDMF, LCMF",28.0,0,0,15,1075,0,0,Wales,Wales,England,Season,Midfield,0,Suplente,6.387955513487931,84.84848484848486,41.41414141414141,37.0,79.0,7.0,3.759228584950308,5.829626123994321,5.728939895882632,5.694510175106483,6.890440132513016,87.0,53.96332003700981,70.0,37.37373737373738,46.0,65.0,3.0,41.836734693877546,55.0,55.0,49.494949494949495,Ball Winner,Box-to-box,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.59,65.91,58.8,53.78,66.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.043913578078346,50.0,Low
912,S. Vaysse,Paris,"RDMF, RCMF",29.0,0,0,16,1414,0,0,France,France,France,Season,Midfield,0,Titular,7.7057501183151915,87.87878787878789,37.37373737373738,26.0,52.0,14.0,4.049810695693327,6.796734500709891,6.041646947468054,4.874822527212494,5.891150023663038,93.0,31.455891519889978,50.0,50.50505050505052,33.0,82.0,1.0,41.836734693877546,61.0,67.0,33.333333333333336,Deep Lying Playmaker,Ball Winner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.33,66.57,56.71,52.27,61.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.00878271561565,50.0,Low
1297,J. Clarke,Durham,"RAMF, RWF, LW",33.0,0,0,15,1041,163,0,England,England,ENG_Championship,Season,Midfield,0,Suplente,3.8516327496450544,11.111111111111112,51.51515151515152,83.0,38.0,90.0,8.170492191197349,7.20929957406531,5.890676762896356,8.098438239469948,4.239469947941315,8.0,0.0,73.0,38.38383838383839,72.0,68.0,64.0,41.836734693877546,13.0,96.0,43.43434343434344,Media Punta llegador,Attacking Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.43,48.48,62.41,66.54,50.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.956086421921675,50.0,Low
896,N. Farrelly,Parma,"RCMF, LCMF, RDMF",23.0,0,0,18,1151,0,0,Republic of Ireland,Republic of Ireland,Italy,Season,Midfield,0,Suplente,7.242072882158068,29.292929292929294,50.50505050505052,2.0,94.0,11.0,3.831992427827733,7.811168954093705,5.323710364410791,6.727165168007572,7.913629910080454,30.0,0.0,38.0,42.42424242424242,26.0,86.0,35.0,41.836734693877546,76.0,80.0,73.73737373737374,Ball Winner,Box-to-box,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.53,52.11,50.47,47.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.93852099069033,50.0,Low
898,N. Gomez Junco,Atlético de San Luis,"DMF, RCMF, LDMF",30.0,0,0,27,2471,160,0,Mexico,Mexico,Mexico,Season,Midfield,0,Titular,7.43220539517274,26.262626262626267,22.222222222222225,78.0,89.0,52.0,5.636654046379555,5.30040227165168,6.539398958826314,5.885234264079507,7.681495504022716,46.0,80.64215558841587,44.0,20.2020202020202,29.0,63.0,41.0,41.836734693877546,52.0,33.0,89.89898989898991,Ball Winner,Box-to-box,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.51,58.83,62.62,60.47,66.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.903390128227656,50.0,Low
1497,D. Pridham,Linköping,"RWF, RW",25.0,0,0,26,1658,0,0,Canada,"Canada, United States",Sweden,Season,Winger,0,Titular,6.747292993630573,68.68686868686869,79.7979797979798,28.000000000000004,82.0,33.0,4.65907643312102,6.755573248407643,6.960191082802548,7.2812101910828035,7.145859872611465,65.0,2.9902276630485947,57.00000000000001,67.6767676767677,72.0,71.0,53.0,25.510204081632647,50.0,56.0,84.84848484848486,Falso,Defensivo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.2,61.58,66.0,66.5,0.0,0.0,0.0,0.0,49.88582469699631,49.0,Low
39,Ane Etxezarreta,Real Sociedad,RCB,27.0,0,0,20,1254,166,0,Spain,Spain,Spain,Season,Center Back,0,Titular,6.839487179487179,75.75757575757576,25.252525252525253,2.0,74.0,9.0,3.1756410256410255,7.791538461538461,5.542307692307692,2.7364102564102564,6.523589743589744,86.0,13.765468506721302,3.0,47.474747474747474,3.0,87.0,41.0,12.244897959183673,58.0,95.0,54.545454545454554,Stopper,Aerial CB,66.49,64.44,63.48,54.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.86825926576498,49.0,Low
1273,K. Turnbow,San Diego Wave,"CF, LAMF, RAMF",24.0,0,0,23,1335,172,0,United States,United States,USA,Season,Midfield,0,Titular,2.793776620918126,18.181818181818183,62.626262626262644,92.0,14.0,83.0,7.536441079034548,5.565428300993848,7.380619971604354,8.746332229058211,3.2094178892569802,13.0,62.843647534682724,91.0,57.57575757575758,88.0,50.0,15.0,41.836734693877546,21.0,69.0,33.333333333333336,Media Punta llegador,Attacking Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.28,54.92,64.79,66.48,45.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.85069383453366,49.0,Low
742,I. Tenahua,Atlético de San Luis,"LB, LW",23.0,0,0,27,1550,158,0,Mexico,Mexico,Mexico,Season,Full Back,0,Titular,4.321639898562975,15.151515151515152,15.151515151515152,33.0,41.0,72.0,8.258453085376162,8.632079459002536,4.088546069315301,6.460693153000845,5.2996618765849535,20.0,5.3384651406136125,33.0,27.272727272727277,26.0,94.0,96.0,66.3265306122449,55.0,98.0,26.262626262626267,Full Back CB,Defensive FB,0.0,0.0,0.0,0.0,61.69,60.38,57.33,64.61,66.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.780432109608284,49.0,Low
247,L. Sembrant,Juventus,"LCB, RCB",35.0,0,0,15,1152,175,0,Sweden,Sweden,Italy,Season,Center Back,0,Suplente,6.552820512820513,96.96969696969698,74.74747474747477,52.0,20.0,23.0,3.548974358974359,4.3279487179487175,5.888974358974359,5.248717948717949,2.9666666666666663,97.0,13.765468506721302,81.0,63.63636363636365,65.0,8.0,54.0,82.65306122448979,23.0,24.0,69.69696969696972,Ball Playing CB,Aerial CB,62.86,65.34,66.41,57.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.727735815914286,49.0,Low
628,E. Åkerman,Gamla Upsala,"CF, RWB, RW",25.0,0,0,23,1350,0,0,Sweden,Sweden,Sweden 2nd Division,Season,Full Back,0,Titular,4.832840236686391,50.50505050505052,90.90909090909092,37.0,12.0,66.0,6.637151310228234,2.6487743026204567,5.9964074387151305,7.635249366018596,2.4437869822485205,18.0,5.3384651406136125,97.0,73.73737373737374,98.0,1.0,94.0,66.3265306122449,17.0,7.0,25.252525252525253,Wing Back,Attacking FB,0.0,0.0,0.0,0.0,61.62,66.4,49.38,41.32,33.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.71017038468296,49.0,Low
744,T. Lussi,Angel City,"RB, LB",28.0,0,0,20,1580,170,0,United States,United States,USA,Season,Full Back,0,Titular,3.700760777683854,21.21212121212121,23.232323232323232,19.0,95.0,50.0,6.8799661876584945,5.604606931530007,6.135249366018597,5.401098901098901,8.405325443786982,22.0,5.3384651406136125,32.0,31.313131313131315,27.0,78.0,31.0,66.3265306122449,92.0,44.0,71.71717171717172,Full Back CB,Defensive FB,0.0,0.0,0.0,0.0,58.96,60.55,63.77,64.57,66.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.71017038468296,49.0,Low
346,S. Ballisager Pedersen,Vålerenga,"CB, RCB",28.0,0,0,23,2130,0,0,Denmark,Denmark,Norway,Season,Center Back,0,Titular,6.454358974358975,96.96969696969698,38.38383838383839,57.00000000000001,27.0,64.0,8.085897435897436,4.524615384615385,5.365128205128205,3.5087179487179485,3.897435897435898,93.0,13.765468506721302,83.0,39.3939393939394,56.0,37.0,25.0,12.244897959183673,57.0,50.0,30.303030303030305,Ball Playing CB,Ball Carrying CB,53.18,51.47,66.4,61.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.71017038468296,49.0,Low
1312,L. Thomas,AC Milan,"CF, RAMF, LWF",27.0,0,0,18,1478,170,0,France,France,Italy,Season,Midfield,0,Titular,3.5160908660672034,22.222222222222225,16.161616161616163,82.0,42.0,82.0,8.012304779933743,5.6386654046379565,6.297089446284903,8.099621391386654,4.423805016564127,16.0,0.0,71.0,27.272727272727277,70.0,36.0,93.0,85.71428571428571,23.0,54.0,80.80808080808082,Media Punta llegador,Attacking Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.26,51.98,61.25,66.39,48.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.692604953451614,49.0,Low
1270,J. Pennock,Birmingham City,"CF, RWF, AMF",30.0,0,0,16,1460,0,0,England,England,ENG_Championship,Season,Midfield,0,Titular,2.5974917179365833,18.181818181818183,70.70707070707071,82.0,92.0,83.0,7.838618078561288,5.1568859441552295,7.163629910080455,7.145764316138193,8.096071935636536,14.0,0.0,48.0,61.61616161616163,48.0,88.0,94.0,87.75510204081631,60.0,64.0,87.87878787878789,Media Punta llegador,Attacking Playmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.24,56.67,65.06,66.37,63.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.65747409098894,49.0,Low
